plot,crop_id,year,season,area_mu
A1,2,2028,单季,3.125696335727
A1,4,2024,单季,80.000000000000
A1,4,2027,单季,80.000000000000
A1,4,2030,单季,76.874303664273
A1,6,2025,单季,80.000000000000
A1,6,2029,单季,80.000000000000
A1,7,2026,单季,80.000000000000
A1,7,2028,单季,76.874303664273
A1,7,2030,单季,3.125696335727
A2,2,2028,单季,55.000000000000
A2,4,2025,单季,55.000000000000
A2,6,2024,单季,55.000000000000
A2,6,2026,单季,53.627727458942
A2,6,2030,单季,50.319853280525
A2,7,2027,单季,42.736632291652
A2,7,2029,单季,55.000000000000
A2,10,2027,单季,12.263367708348
A2,12,2026,单季,1.372272541058
A2,13,2030,单季,4.680146719475
A3,2,2024,单季,17.214404417468
A3,2,2028,单季,23.379679877516
A3,4,2025,单季,17.785595582532
A3,4,2027,单季,17.214404417468
A3,4,2030,单季,11.620320122484
A3,6,2024,单季,17.785595582532
A3,6,2027,单季,17.785595582532
A3,7,2026,单季,35.000000000000
A3,7,2029,单季,35.000000000000
A3,12,2028,单季,11.620320122484
A3,12,2030,单季,11.509167982359
A3,13,2025,单季,17.214404417468
A3,13,2030,单季,11.870511895158
A4,2,2026,单季,52.766169810752
A4,2,2029,单季,53.098992604645
A4,4,2026,单季,19.233830189248
A4,4,2029,单季,18.901007395355
A4,6,2024,单季,42.070341145627
A4,6,2028,单季,55.400056591491
A4,7,2025,单季,72.000000000000
A4,7,2027,单季,60.522789063374
A4,7,2030,单季,72.000000000000
A4,12,2024,单季,12.119667875164
A4,12,2027,单季,11.477210936626
A4,13,2024,单季,17.809990979209
A4,13,2028,单季,16.599943408509
A5,4,2026,单季,68.000000000000
A5,4,2029,单季,68.000000000000
A5,6,2024,单季,68.000000000000
A5,6,2027,单季,68.000000000000
A5,7,2025,单季,68.000000000000
A5,7,2028,单季,68.000000000000
A5,7,2030,单季,68.000000000000
A6,2,2025,单季,52.651486979598
A6,4,2025,单季,2.348513020402
A6,4,2028,单季,55.000000000000
A6,6,2026,单季,37.849378706156
A6,6,2029,单季,55.000000000000
A6,7,2024,单季,55.000000000000
A6,7,2027,单季,55.000000000000
A6,7,2030,单季,55.000000000000
A6,13,2026,单季,17.150621293844
B1,2,2025,单季,60.000000000000
B1,2,2030,单季,10.674266491477
B1,3,2028,单季,49.325733508523
B1,5,2027,单季,10.674266491477
B1,6,2026,单季,60.000000000000
B1,6,2030,单季,27.249294486585
B1,7,2024,单季,6.817393999634
B1,7,2029,单季,60.000000000000
B1,8,2024,单季,34.015981682500
B1,8,2028,单季,10.674266491477
B1,8,2030,单季,22.076439021938
B1,9,2027,单季,49.325733508523
B1,11,2024,单季,19.166624317866
B2,2,2026,单季,46.000000000000
B2,2,2029,单季,46.000000000000
B2,6,2028,单季,46.000000000000
B2,6,2030,单季,46.000000000000
B2,7,2024,单季,46.000000000000
B2,8,2025,单季,46.000000000000
B2,8,2027,单季,46.000000000000
B3,3,2026,单季,40.000000000000
B3,3,2029,单季,40.000000000000
B3,6,2028,单季,40.000000000000
B3,6,2030,单季,40.000000000000
B3,8,2025,单季,40.000000000000
B3,8,2027,单季,40.000000000000
B3,9,2024,单季,40.000000000000
B4,2,2026,单季,28.000000000000
B4,3,2029,单季,28.000000000000
B4,6,2024,单季,17.529289159032
B4,6,2028,单季,2.396460482559
B4,8,2025,单季,28.000000000000
B4,8,2027,单季,28.000000000000
B4,8,2030,单季,28.000000000000
B4,9,2028,单季,25.603539517441
B4,10,2024,单季,10.470710840968
B5,2,2026,单季,25.000000000000
B5,2,2029,单季,25.000000000000
B5,6,2024,单季,25.000000000000
B5,6,2027,单季,25.000000000000
B5,7,2030,单季,8.615637868802
B5,8,2030,单季,16.384362131198
B5,9,2025,单季,25.000000000000
B5,9,2028,单季,25.000000000000
B6,2,2025,单季,27.609073820610
B6,2,2028,单季,51.178608538092
B6,2,2030,单季,9.542647219022
B6,3,2024,单季,32.436601052304
B6,3,2027,单季,58.390926179390
B6,5,2024,单季,25.954325127086
B6,5,2030,单季,25.278744242886
B6,6,2025,单季,57.160892844810
B6,6,2027,单季,27.609073820610
B6,6,2030,单季,51.178608538092
B6,7,2024,单季,11.177022120283
B6,7,2028,单季,34.821391461908
B6,8,2026,单季,86.000000000000
B6,8,2029,单季,86.000000000000
B6,11,2025,单季,1.230033334581
B6,14,2024,单季,16.432051700327
B7,2,2028,单季,55.000000000000
B7,3,2025,单季,55.000000000000
B7,6,2027,单季,55.000000000000
B7,6,2029,单季,13.903664800311
B7,7,2026,单季,48.365812739546
B7,7,2029,单季,41.096335199689
B7,8,2024,单季,55.000000000000
B7,8,2026,单季,6.634187260454
B7,8,2030,单季,55.000000000000
